Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,,
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,11/18/22,USSM12208341,"4,214",20.6,"92,424,493","45,053","6,604,373",58,"9,282,240","161,536","22,813","11,813,458","120,998,374","9,009,528",22,"14,373",83,23,"374,295",,"1,754,240",811,"1,906,965","314,486",,1,,
Experimento,Experimento - Single,Myke Towers,9/23/21,USWL12100447,"4,216",20.6,"228,003,109","58,288","9,225,902",63,"106,513,804","755,609","234,800","67,461,581","548,393,169","5,576,038",29,"14,998",10,12,"49,051",21,"1,494,027",913,,"910,638",,0,,
Only,Only,Nicki Minaj,10/28/14,USCM51400340,"4,217",20.6,"557,775,679","78,471","21,317,084",60,"174,422,564","1,250,134","55,769","26,346,273","184,569,148",6,35,367,,11,"73,944",25,"605,054,540","425,555",,"4,162,674",,1,,
Good To Be,Good To Be,Mark Ambor,10/17/23,QM24S2307335,"4,192",20.6,"81,632,951","14,438","9,855,635",,"10,815,357","155,660","6,047","4,287,181","42,031,379",,6,"13,292",,13,"137,275",1,"69,038",117,,"500,124",,0,,
My House,My House,Flo Rida,3/17/15,USAT21500384,"4,205",20.6,"1,069,960,318","164,242","38,327,757",71,"475,719,992","3,512,318","834,432","157,571,123","1,824,623,443","207,197,068",81,"45,968",405,17,"16,555",13,,,,,,0,,
Sun to Me,American Heartbreak,Zach Bryan,5/20/22,USWB12201490,"4,209",20.6,"307,125,680","37,085","4,580,996",78,"23,958,351","115,841","82,568","11,598,936","91,548,493","237,287,388",5,"1,612",24,1,71,6,"61,065,910","9,915","2,086,392","170,053",,0,,
Malicious Intentions,Malicious Intentions - Single,Pozer,4/19/24,GBARL2400393,"4,198",20.6,"9,034,106","1,760","9,486,862",,"2,004,196","33,758",,,,"24,444,704",3,752,2,5,"205,473",16,,,"1,375,817","34,516",,1,,
Hours In Silence,Her Loss,Drake,11/4/22,USUG12208604,"4,218",20.6,"147,688,885","45,526","10,274,263",65,"27,720,116","202,844","4,828","1,267,812","12,548,958",,11,134,2,1,"3,521",2,"7,663,068","3,362",,"541,833",,1,,
Title,Title,Meghan Trainor,9/9/14,USSM11406369,"4,193",20.6,"205,312,051","28,368","7,213,050",59,"140,553,023","1,777,780","8,936,513","1,042,870,769","11,018,922,699","3,660,597",15,"4,257",72,15,"51,860",7,"68,138,950","34,917",,,,1,,
ID,ID - Single,Young Miko,6/2/23,QZXD92300004,"4,197",20.6,"118,689,822","21,235","10,088,905",61,"45,565,540","435,913","62,500","23,571,763","215,516,634","7,014,186",17,"3,615",22,5,"1,370,903",5,"1,171,962",267,"314,977","227,408",,1,,
In My Head,In My Head,Juice WRLD,10/28/22,USUG12207965,"4,194",20.6,"136,878,823","44,098","14,028,444",62,"46,128,261","705,084","21,940","2,045,576","17,208,694","7,484,886",10,817,1,2,"113,827",7,"6,354,076","3,193",,"164,132",,1,,
Bori,Bori (feat. Lenier),6ix9ine,3/31/23,QZJ842002915,"4,206",20.6,"15,856,627","4,695","494,348",,"93,467,042","1,598,098","588,200","46,238,462","830,680,479",,,118,,1,"18,344",,"466,750",506,,"424,524",,0,,
El Perdedor,El Perdedor,Maluma,12/19/16,TCACU1692618,"4,219",20.6,"783,995",108,"24,816",,"1,311,271,229","3,481,101",,,,"193,678,413",,,,,,,,,,,,0,,
Baller,Baller,Shubh,9/9/22,QMBZ92275950,"4,211",20.6,"261,975,922","21,887","4,773,032",66,"134,202,748","1,512,168","199,453","8,277,557","146,849,902","4,244,389",14,512,,,,2,"28,352",43,,"240,426",,0,,
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,12/2/22,GBUM72208113,"4,223",20.5,"56,645,454","39,890","4,540,523",67,"9,185,128","133,475","16,025","6,899,191","75,363,545",,4,"3,089",18,6,"27,747",6,,,"4,723,712","306,300",,0,,
Empire State Of Mind,The Blueprint 3,JAY-Z,9/8/09,USJZ10900031,"4,231",20.5,"1,021,647,566","253,182","78,527,028",77,"608,425,147","4,576,133","70,684","21,707,894","179,539,671","22,687,602",139,"2,996",,77,"1,163,334",43,,,,"13,107,981",,1,,
Bubalu,Bubalu,Becky G,11/6/18,QZ7B81700010,"4,236",20.5,"392,308,500","47,157","12,359,129",64,"559,183,696","3,199,782","149,092","12,034,242","93,606,502","30,712,745",21,789,,12,"29,748",15,"75,336,645","20,381",,"1,212,362",,0,,
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,11/5/21,USSM12104018,"4,247",20.5,"200,895,335","76,844","14,032,430",63,"35,120,030","692,065","9,426","11,969,584","113,665,392","204,246,141",28,"8,857",52,20,"666,758",15,"14,971,256","2,425",,"330,838",,1,,
TiK ToK,TiK ToK,Kesha,8/7/09,USRC10900433,"4,226",20.5,"1,204,914,998","198,352","129,620,346",80,"206,057,670","1,772,119","1,086,581","138,077,337","1,322,923,785","7,243,317",194,"171,829",130,122,"2,291,036",77,"230,228,038","386,750",,"7,150,174",,0,,
Sweet Venom,ORANGE BLOOD,ENHYPEN,11/17/23,USA2P2343662,"4,233",20.5,"88,814,008","6,254","5,540,598",,"51,139,042","1,197,944",,"1,164","34,200","66,775,460",6,"1,042",73,4,"230,512",11,,,"339,436","138,797",,0,,
Blinding Lights,Blinding Lights,xSyborg,3/13/21,QZLBC2302779,"4,229",20.5,"4,261,328,190",,,,,,,,,,,,,,,,,,,,,0,,
Feel This Moment,Greatest Hits,Pitbull,1/1/09,USRC11201328,"4,243",20.5,"687,212,492","158,127","52,673,092",74,"830,074,389","3,735,861","112,554","51,638,369","388,454,078","264,030,016",49,"1,411",199,31,"46,407",11,"323,641,777","173,661","15,618,720","10,452,280",,0,,
Ocean Drive,Ocean Drive,Duke Dumont,7/31/15,GBUM71504503,"4,246",20.5,"624,262,344","152,117","23,361,260",68,"139,990,813","953,527","30,003","5,605,679","61,873,397","41,851",180,"56,327",34,50,"357,747",3,"70,073,404","48,317","15,506,367","13,112,923",,0,,
Love Story,Love Story,Disco Lines,9/22/20,USUG12003755,"4,224",20.5,"18,566,967","7,400","851,076",40,"1,349,513","12,007","4,189,200","555,006,842","4,579,547,361",144,3,"1,230",,1,"1,331",,"695,957",653,,"86,559",,0,,
Feel Special,Feel Special,TWICE,9/23/19,US5TA1900074,"4,251",20.5,"361,382,812","27,358","7,905,495",64,"607,728,749","5,763,424","45,456","31,985,856","277,620,586","77,718,925",32,"1,147",8,7,"65,007",12,"2,155,171","5,260",,"392,812",,0,,
Goin Baby,Baby On Baby,DaBaby,3/1/19,USUM71902960,"4,248",20.5,"225,260,644","51,066","7,548,486",53,"75,234,764","918,947","35,536","6,376,897","55,987,733","2,015,013",11,3,,7,"27,786",5,"43,493,680","29,264","51,300,270","357,955",,1,,
Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,7/15/22,GBARL2201570,"4,242",20.5,"142,927,322","32,810","11,080,526",56,"11,242,174","91,853",650,"220,765","4,614,852","164,246",42,"122,408",57,44,"699,913",34,"694,551",946,,"1,773,915",,0,,
Famous Friends,Famous Friends,Chris Young,11/20/20,USRN11900062,"4,235",20.5,"177,734,775","25,580","8,683,788",60,"37,838,695","220,814","22,259","7,070,216","62,353,303","93,781,468",36,"313,376",180,5,"90,079",23,"94,945,469","14,994",,"651,327",,0,,
To the Bone,Flying Solo,Pamungkas,6/14/19,FR2X41995983,"4,221",20.5,"442,614,126","39,861","12,416,351",72,"461,577,619","2,914,234","912,650","149,476,116","1,424,731,067","45,212,529",10,"3,292",,,,,,,,"403,782",,0,,
Alkool,Alkool,Melinda Ademi,4/15/24,GX7852400218,"4,227",20.5,"1,761,843",311,"304,790",,"26,145,236","114,630",,,,,1,,,,,,,,,"20,972",,0,,
Pretty Girls,Pretty Girls,Frenna,3/14/24,NLG662400072,"4,252",20.5,"28,452,972","6,696","5,408,775",69,"3,402,827","17,861",,,,"2,606,582",7,"3,986",,9,"464,315",,227,,,"49,939",,0,,
In This Darkness,In This Darkness - Single,Clara La San,1/29/23,QZFZ62368273,"4,241",20.5,"138,987,928","27,997","4,821,947",5,"56,123,070","521,760","82,593","21,715,531","125,057,113",101,1,33,,1,245,,"392,407","3,890",,"952,142",,0,,
Sundress,Sundress,A$AP Rocky,11/20/18,USRC11803252,"4,256",20.5,"595,930,584","153,078","26,248,264",80,"47,780,609","656,845","14,062","4,253,139","37,094,174","162,174",27,18,,45,"131,564",12,"1,764,060","6,670",,"903,716",,1,,
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,5/5/23,USUG12302602,"4,255",20.5,"36,475,819","6,175","3,480,683",53,"1,589,418","14,475","2,242","488,118","8,897,673",,15,"123,864",30,4,"170,912",19,"30,257,772","3,927",,"206,562",,0,,
No Friends In The Industry,Certified Lover Boy,Drake,9/3/21,USUG12104408,"4,267",20.4,"219,008,713","75,763","15,186,307",62,"45,087,615","436,734","18,678","7,831,496","99,452,041","21,726,724",38,"4,525",77,8,"137,842",8,"32,145,840","6,808",,"618,189",,1,,
Lahore Brand,Lahore Brand - Single,Mazhar Rahi,5/1/22,TCAGE2246215,"4,278",20.4,"49,081",17,211,14,"3,815,187","25,561","2,500,670","17,004,348","258,152,598",,,,,,,,,,,"8,894",,0,,
Clouded,Fuck The World,Brent Faiyaz,2/7/20,QM24S1927163,"4,264",20.4,"556,176,640","86,180","14,946,584",75,"53,515,473","406,554","59,652","39,850,870","203,313,460",,21,48,6,1,"5,286",1,"15,516,583","12,748","15,539,564","478,489",,1,,
Shootout,Shootout,Izzamuzzic,6/29/22,US3DF2266823,"4,276",20.4,"130,356,067","36,554","7,213,291",63,"47,933,349","701,867","392,301","96,942,439","912,236,577",,12,"1,356",3,,,3,,,,"2,634,134",,0,,
La kiffance,La kiffance,Naps,2/26/21,FR10S2128331,"4,271",20.4,"224,163,089","45,837","4,034,090",60,"250,952,705","1,213,244","168,782","41,456,214","443,031,452","3,155,590",43,"16,408",,20,"1,758,780",10,,,"959,148","1,206,078",,1,,
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,5/13/22,IDUM72200112,"4,281",20.4,"265,767,551","15,498","5,060,429",63,"154,689,466","1,539,974","609,748","273,895,600","3,276,084,075","45,889",16,"5,371",,,,,,,,"223,331",,0,,
Gimme Love,Gimme Love (Channel Tres Remix),Joji,4/10/20,ZZOPM2002154,"4,262",20.4,"379,518,360","101,883","12,544,781",21,"127,485,188","2,075,278","289,937","104,902,966","653,804,560","446,457",26,"3,011",18,18,"56,573",12,"2,680,360","5,712",,"575,207",,0,,
Body,Body,Russ Millions,3/25/21,GBAHS2100158,"4,272",20.4,"139,377,440","67,820","5,628,995",55,"121,680,881","2,182,395","357,406","235,829,803","1,968,763,986","96,246,226",25,"5,527",,7,"56,816",,"142,285",815,,"2,656,896",,1,,
VOID,VOID,Melanie Martinez,3/29/23,USAT22220418,"4,259",20.4,"121,386,649","17,170","3,091,212",56,"36,712,138","1,221,832","136,234","45,708,060","399,701,698","4,725,463",25,"25,855",16,12,"200,710",11,"2,154,605","3,196","2,224,291","232,347",,0,,
Lose It,Lose It,Through Fire,2/14/23,USYFZ2327704,"4,273",20.4,"301,362",311,"34,870",18,"226,550,416","1,992,781",16,"1,337","17,823","267,731,462",2,"2,856",5,,,,"384,522",,,,,0,,
Last Night Lonely,Last Night Lonely,Jon Pardi,2/17/22,USUM72200664,"4,269",20.4,"134,725,621","19,072","2,970,003",65,"22,650,713","114,566","3,344","1,325,349","14,258,097","255,579,464",8,"193,502",171,4,"132,683",18,"70,178,744","2,712",,"369,402",,0,,
breathin,Sweetener,Ariana Grande,8/17/18,USUM71808582,"4,258",20.4,"633,631,183","43,387","15,890,645",64,"445,027,001","5,513,277","13,920","14,375,409","118,002,159","153,280,685",50,"77,909",78,16,"187,289",9,"146,212,559","57,665",,"36,891",,1,,
Every Night,Volcano,Jungle,8/11/23,QM4TX2336325,"4,270",20.4,"5,503,365","1,424","893,924",49,"139,900,760","1,292,201",96,"206,736","2,585,272",,1,96,,,,,"64,816",17,,,,0,,
redrum,american dream,21 Savage,1/12/24,USSM12309186,"4,257",20.4,"428,233,003","2,814","926,379",,,,,,,,30,18,,,,,,,,,,0,,
Smoke Gets in Your Eyes,Music Legends The Platters : The Legendary Band of R&B and Soul Music,The Platters,4/12/24,FR6F32335350,"4,745",20.3,"106,782,384",1,25,,,,,,,,,,,,,,,,,,,0,,
so american,GUTS (spilled),Olivia Rodrigo,3/22/24,USUG12401532,"4,300",20.3,"76,917,797","4,045","11,594,722",,"5,848,948","136,847",,,,"24,636,245",8,456,81,6,"361,734",7,"725,334","1,228","170,068",,,1,,
Love Galore,Love Galore,SZA,4/27/17,USRC11700886,"4,313",20.3,"817,054,014","105,515","29,991,191",71,"211,546,057","1,832,143","24,952","14,991,486","63,600,775","20,771,301",204,"30,527",27,46,"380,092",60,"200,840,895","102,325",,"3,518,675",,1,,
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,7/24/19,USQX91901353,"4,305",20.3,"630,875,899","83,848","18,713,760",64,"245,967,184","2,535,205","81,557","9,566,647","45,789,592","251,834,799",68,"4,056",,33,"1,063,865",27,"22,424,470","8,924","2,384,030","2,215,820",,0,,
Needed Me,ANTI (Deluxe),Rihanna,1/28/16,QM5FT1600118,"4,308",20.3,"1,483,572,312","155,595","58,419,207",77,"308,293,523","2,383,831","46,122","15,942,147","148,422,686","13,709,006",159,"54,013",186,34,"724,395",66,,,,"4,076,646",,1,,
NUMB,?,XXXTENTACION,3/16/18,USUG11800453,"4,304",20.3,"510,136,819","76,921","16,933,150",67,"201,406,793","2,593,226","159,509","19,500,599","202,031,125","451,443",5,50,,6,"152,394",5,"57,812,824","31,756","27,128,932","1,643,067",,0,,
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncï¿,1/1/08,USSM10804556,"4,309",20.3,"1,556,326,643","167,145","91,569,550",68,"311,700,550","2,730,131","443,385","102,283,034","1,532,183,215","22,141,311",213,"101,536",76,260,"1,596,032",76,"525,376,163","534,859",,"8,440,483",,0,,
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,6/25/21,USSD12100290,"4,286",20.3,"231,298,627","49,800","5,948,309",65,"109,250,541","862,054","711,209","146,307,858","1,133,546,129","4,865,954",24,"1,016",,3,"45,211",7,"10,264,013","3,777",,"1,241,539",,1,,
Talk My Shit,Mr Beat The Road,BossMan Dlow,3/15/24,USQX92400857,"4,289",20.3,"24,834,118","3,438","38,257,716",,"12,071,403","97,111",,"60,180,194","403,343,301","190,202,256",18,155,73,4,"1,103,518",19,"2,692,005","2,921",,"247,144",,1,,
Besos En Guerra,Besos En Guerra,Morat,11/3/17,ES5701700822,"4,298",20.3,"584,357,975","45,274","17,822,590",71,"766,215,457","3,618,074","20,714","7,805,933","56,940,681","3,060,918",28,"10,452",,32,"132,229",12,"1,616,279","1,786",,"1,326,169",,0,,
Tucson Too Late,Bluebird Days,Jordan Davis,2/17/23,USUM72222730,"4,288",20.3,"60,355,607","4,814","13,753,161",68,"4,562,833","30,406",174,"27,038","458,426","1,708",9,"148,522",125,7,"1,599,490",20,"18,526,781","1,310",,"206,940",,0,,
SWIPE,SWIPE - Single,ALYPH,10/21/22,SGUM72201016,"4,312",20.3,"12,383,314","2,946","205,771",42,"16,319,964","162,244","1,700,011","132,676,197","1,976,747,330",,4,"4,203",,1,"4,686",,,,,"63,034",,0,,
The Scientist,The Scientist,Coldplay,8/5/02,GBAYE0200772,"4,294",20.3,"1,903,413,912","239,330","115,908,926",79,"1,864,046,384","10,131,009","136,190","51,824,460","481,408,577","362,415,693",55,"37,545",38,217,"1,116,370",79,,,"1,013,140","150,106",,0,,
Butter Pecan,Butter Pecan,YNW Melly,8/24/18,QMCE31801978,"4,284",20.3,"101,094,621","22,493","1,649,415",49,"133,295,365","1,087,349","42,102","3,861,611","23,580,335","1,491,333",2,7,,1,"4,815",,"35,665,847","59,897","66,994,287","338,559",,1,,
Back to the Beat,Back to the Beat,DJ TikTok,1/28/20,TCAEQ2022365,"4,293",20.3,"539,984",135,"171,397",,,,"5,200,000","14,193,719","344,190,472",,,,,,,,,,,"2,409",,0,,
Picky,Picky,Banda Coraleï¿½,12/9/16,MXUM71602301,"4,290",20.3,"575,093",42,"3,697",4,"1,400,964,738","4,498,959",63,149,"1,188","294,281,400",,1,,,,,,,,255,,0,,
DEUTSCHLAND,DEUTSCHLAND,Rammstein,3/28/19,DEUM71900524,"4,296",20.3,"460,008,347","82,329","13,735,008",71,"370,078,966","3,950,188","19,061","2,409,531","46,078,194","4,657,006",43,"6,949",12,38,"255,480",23,"8,786,361","5,083",,"1,215,795",,0,,
Hot In It,Hot In It - Single,Tiï¿½ï¿,6/30/22,CYA112001102,"4,306",20.3,"220,250,463","46,098","26,666,028",65,"28,716,329","313,494","3,275","2,514,489","36,501,469","3,025,039,082",103,"47,231",828,49,"789,803",43,"790,930",635,,"957,417",,0,,
Fazendinha,Bita e os Animais,Mundo Bita,10/7/14,BRYXJ1400006,"4,303",20.3,"65,098,757","4,912","1,254,932",58,"1,491,394,872","4,114,023","130,713","2,821,294","38,845,573","195,591",7,439,,18,"70,785",2,"6,161",,,"22,219",,0,,
SHOOTING STAR,SHOOTING STAR,XG,1/25/23,JPB602104597,"4,311",20.3,"125,943,110","14,415","3,931,535",66,"133,114,572","2,137,723","55,724","33,233,076","249,544,778","12,554,352",7,"1,516",,1,"1,353",5,"215,482",343,,"340,269",,0,,
Te Felicito,Te Felicito,Gerardo Coronel,10/7/22,QZDQH2203589,"4,292",20.3,"137,113,129","9,970","6,955,914",59,"97,699,857","553,828","504,053","47,469,092","687,545,420",,3,2,13,,,1,"35,985,420","7,068","986,181",,,1,,
Ruper Jadu,Ruper Jadu,Alvee,5/3/22,FR96X2235010,"4,299",20.3,"551,388",109,"15,834",19,"233,792","1,334","2,506,536","38,397,792","485,996,018",,,,,,,,,,,"22,303",,0,,
Uff Mi Amor,Uff Mi Amor,Lauty Gram,12/27/22,QZW9N2239197,"4,297",20.3,"18,611,163","6,073","830,091",45,"59,202,833","551,627","1,100,000","87,867,033","1,032,933,643",,1,52,19,,,,"9,343",,,"199,485",,0,,
Kill Bill,Kill Bill (Official Video),SZA,1/10/23,USRV82300033,"4,291",20.3,"1,873,746,537",1,1,,,,,,,,,,,,,,,,,,,0,,
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,7/22/21,USWL12100336,"4,285",20.3,"247,133,830","55,046","10,046,042",67,"159,846,081","855,877","123,897","55,519,162","423,731,008","19,752,293",43,"3,671",66,11,"32,605",14,"8,042,376","1,468",,"611,867",,0,,
Saturno,Prometo,Pablo Alborï¿½,6/1/17,ES5151701359,"4,283",20.3,"495,063,827","39,662","20,764,682",71,"802,589,099","5,029,647","233,846","114,459,132","1,106,585,781","83,950,692",5,"6,789",2,25,"109,263",26,"5,465,835","7,421",,,,0,,
vice city,vice city,XXXTENTACION,1/28/22,USQX92105542,"4,343",20.2,"111,369,377","60,104","6,976,080",64,"100,696,513","1,725,109",365,"15,618","198,631","704,154",4,108,2,4,"132,917",5,"927,112","1,727",,"166,343",,1,,
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,9/2/22,USUM72211354,"4,329",20.2,"129,531,779","14,019","7,342,329",69,"13,125,721","89,641","2,642","863,627","12,561,121","57,198",8,"153,263",144,1,"87,320",2,"34,744,597","3,651","893,347","446,529",,0,,
Alors on danse,Clubland Vol. 5,Stromae,1/1/09,FRUM70902424,"4,315",20.2,"676,325,288","186,415","35,955,155",72,"852,637,099","6,839,325","3,675,980","295,839,452","3,323,603,337","84,125,089",101,"41,253",,106,"1,851,545",16,"20,266,654","96,409",,"212,724",,0,,
LosT,LosT - Single,Bring Me The Horizon,5/4/23,GBARL2202050,"4,325",20.2,"96,922,687","25,703","6,529,841",63,"22,161,743","344,869","16,627","2,837,050","23,536,012","1,762,760",19,"26,789",19,8,"118,282",25,"611,452",347,,"213,968",,1,,
Check It Out,Check It Out,Parmish Verma,6/27/23,DGA052307798,"4,341",20.2,"99,237,146","7,075","3,974,177",67,"113,013,875","1,174,863",784,"18,168","233,947","16,777,928",6,125,,,,14,,,,"125,330",,0,,
SOLO,SOLO,JENNIE,11/12/18,KRA401800139,"4,339",20.2,"622,229,689","39,229","14,905,468",67,"449,312,389","7,193,977","1,262,636","122,133,236","1,166,486,496","4,537,253",21,"6,704",14,14,"58,126",16,"7,169,594","12,604",,"1,499,180",,0,,
Good For You,Good For You,Selena Gomez,6/22/15,USUM71508741,"4,342",20.2,"701,552,110","49,025","16,106,848",60,"581,362,473","4,012,591","91,650","19,790,131","155,603,416","237,611,619",120,289,130,31,"160,523",22,"393,712,904","153,528",,"5,461,184",,0,,
Sigues Con El,Sigues Con El,Dï¿½ï¿½melo ,12/13/19,QMFME1942300,"4,331",20.2,"582,595,821","71,602","18,990,583",60,"212,809,052","1,189,005","88,219","11,379,520","121,455,982","16,446,365",44,"17,361",,25,"203,043",35,"84,749,488","14,731",,"1,294,402",,0,,
Jefe,Jefe,Ninho,12/3/21,FR9W12136756,"4,318",20.2,"154,120,297","30,813","3,242,257",61,"152,723,183","900,381","645,100","15,334,102","204,594,753","72,477,851",33,"6,010",,11,"872,242",7,,,,"802,018",,1,,
Vamp Anthem,Whole Lotta Red,Playboi Carti,12/25/20,USUM72024688,"4,332",20.2,"291,244,404","103,342","8,912,802",69,"41,936,586","623,466","49,800","23,797,925","181,718,624","64,980,965",3,117,,4,"11,374",,"978,492","4,994",,"361,371",,1,,
Small Town Boy,Small Town Boy,Dustin Lynch,2/17/17,US58E1700584,"4,336",20.2,"333,982,743","34,123","5,288,629",61,"266,675,091","1,417,694","24,576","2,184,778","17,970,098","437,206,591",,"132,781",22,3,"3,668",18,"535,628,333","121,546",,,,0,,
do re mi,do re mi,blackbear,3/18/17,USLD91700850,"4,335",20.2,"619,655,619","78,265","13,525,058",63,"324,660,885","3,726,146","42,097","10,535,986","42,240,263","44,441,336",46,"2,061",,12,"436,480",,"205,536,930","219,399",,"2,220,972",,1,,
Plug Walk,Plug Walk,Rich The Kid,2/8/18,USUM71800892,"4,324",20.2,"653,490,628","122,994","17,631,951",62,"97,882,796","935,978","98,865","47,072,411","314,775,951","9,983,930",53,"2,194",149,16,"79,430",4,"155,675,674","123,401",,"1,896,071",,1,,
RON COLA,SATURNO,Rauw Alejandro,11/11/22,USSD12201168,"4,319",20.2,"143,542,362","23,633","7,554,457",60,"13,240,486","121,147","820,900","125,395,199","1,543,849,310",,12,"2,144",12,4,"33,430",20,"2,758,188",412,,"457,002",,1,,
Hide Away,Hide Away,Daya,4/22/15,QM4ZV1500057,"4,327",20.2,"493,444,344","48,491","27,331,765",76,"110,108,631","979,538","669,052","189,101,077","1,951,015,670","11,818,751",63,"8,576",162,3,"120,251",11,"315,421,399","132,842","2,353,027","4,367,770",,0,,
Unsteady,The Reason EP,X Ambassadors,1/28/14,USUM71400108,"4,344",20.2,"663,939,688","87,146","28,385,073",67,"462,058,635","4,042,516","173,337","25,471,805","215,796,397","2,264,375",47,"18,975",114,8,"16,394",15,"414,961,857","257,712",,"5,432,642",,0,,
Chamber Of Reflection,Salad Days,Mac DeMarco,3/28/14,QMMZN1300568,"4,321",20.2,"728,140,057","201,363","35,839,296",74,"251,014,567","3,365,976","197,935","125,260,763","918,538,689","5,053,171",39,"2,120",4,18,"59,095",7,"19,923,286","21,433","15,522,068","2,451,463",,0,,
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,8/12/22,QMRSZ2201709,"4,338",20.2,"129,635,815","17,482","10,666,210",70,"33,423,008","161,494","13,005","3,420,396","60,524,288","317,974,178",,"132,594",20,1,"2,581",,"18,931,295","21,657",,,,0,,
